,A,B,C,D
0,0.7688705621155023,1.1722477342563415,0.0038710788617003756,1.5966228278591608
1,2.675826081839099,-0.14368452446497193,-0.21865201914042753,2.8195106063040707
2,3.2667474102225365,-0.23661263354048434,2.9680108315355986,4.503360043763021
3,-1.4846151823798501,-0.1186664755030471,-0.5460755696312717,-0.36594870687680303
4,1.143559619889806,0.03305472164642598,0.3005425733481693,1.1105048982433798
5,2.7220215463964808,0.35174331424759075,2.1728662771003573,2.37027823214889
6,2.267376734310641,1.3672793684758582,0.9613570909526253,2.900097365834783
7,1.8132265281285898,0.9962265946785149,-0.03241334774495404,0.8169999334500748
8,1.5851149716175827,0.3746409834528546,0.381112947220415,1.2104739881647282
9,0.061012440889987474,0.09511770177998746,-1.7254515265101973,-0.03410526088999999
10,-0.4406577425174949,-0.5791656975810021,0.212007580162394,0.13850795506350722
11,2.5794643793321885,-0.015507182478570192,1.6225371524162373,4.594971561810759
12,1.8375257919572863,1.40250314810451,1.6529511868496432,1.4350226438527762
13,0.6430597846373384,-0.5141387465265277,0.02260466685050082,3.157198531163866
14,1.9224326134092347,-0.6114697034504801,1.757627971563703,2.533902316859715
15,-1.5681060041789707,0.8109597609884169,-1.8386599362111236,-2.379065765167388
16,2.4649378856180353,-0.453564736742882,0.600014408145374,2.918502622360917
17,1.3112662141424454,1.2055554681681795,0.6575762036750811,0.10571074597426589
18,0.7886686656715824,-0.4039505162607055,-0.48060170783303957,1.192619181932288
19,-0.18348784560131692,0.844129952744004,0.6742785324521401,-1.027617798345321
20,1.9308541470103182,0.5273245632801408,0.9231499146456031,1.4035295837301773
21,3.444305783530285,0.3875548091436018,2.100138893671741,3.0567509743866834
22,2.625399131241883,-0.3552749904428356,-0.21695937593476075,2.980674121684719
23,2.7508272453279727,-0.14711990596197755,0.5744963994628116,2.89794715128995
24,2.2545490542325917,0.0392411459898836,1.5734418230826122,2.215307908242708
25,2.1194154135787597,0.12403287663590867,1.071003569759877,1.995382536942851
26,1.0606116862644526,0.3405008581048544,-0.5246602679053478,2.7201108281595983
27,3.5905186004154315,0.7065590311413787,2.549811215906484,2.8839595692740527
28,5.486861707411195,-0.30572702948526526,2.8874923950797156,5.79258873689646
29,1.2772283257483243,-0.06496524927377201,0.8558508434410801,1.3421935750220964
30,1.974830401455948,0.07330874622873407,1.0531818054178734,2.9015216552272136
31,0.6625527315684919,-0.08197185192649137,-0.22524833463444405,1.7445245834949832
32,1.4987126441706664,-0.16095588787301673,0.9247747424763078,3.6596685320436833
33,1.6003090883037012,-0.4098573508421097,0.42694523374385956,3.010166439145811
34,2.811002559953723,0.4088910390674341,1.9062627536457655,2.402111520886289
35,1.0755714390360518,1.2005658291571253,-0.027891310176855724,0.8750056098789267
36,1.9543507658106858,-0.39974975899137577,0.9796388574400561,2.3541005248020617
37,3.651251961829862,0.010423573311653556,2.22201858799378,3.6408283885182082
38,-1.408902069310112,0.18383769407839767,-1.9364477232494453,-1.5927397633885096
39,1.9387122109871888,1.4540276423563396,1.365131170292533,0.4846845686308492
40,5.132208337003334,-0.08320441900673958,1.6763889926209115,5.215412756010074
41,0.9640311762746927,0.7803782783283105,0.31224611265341223,1.183652897946382
42,1.9193470111590174,-0.5272869314417007,0.7747991388646437,2.446633942600718
43,0.1495699404254704,0.9657863297186471,-0.11902180439765503,-0.8162163892931766
44,3.128502262375617,0.25699984220775296,2.0803059795520267,2.871502420167864
45,-3.619386188258708,-0.7081111350758887,-1.4627528231744713,-2.9112750531828193
46,1.4368333991742577,-0.12726418652464,0.6118470118810178,3.5640975856988977
47,1.4078205735142781,-0.18007834930783495,-0.07091376294738237,1.587898922822113
48,1.8397923814459822,-0.2935488531385073,1.009850969094694,3.1333412345844898
49,0.379136433284041,0.10611179396811243,-1.062474636248324,1.2730246393159286
50,3.2370771072766935,0.21834416382624056,2.554045323468029,4.018732943450453
51,1.9903834787327188,-0.2363043007563086,0.5469233494348855,2.226687779489027
52,-0.5801303805745991,0.7464545732833718,0.2704008074107801,-1.3265849538579708
53,0.26045824968670583,-0.6096744010606595,-0.8527438421472202,1.8701326507473652
54,0.741569216417344,-0.4642202198875912,1.3955765467721803,2.205789436304935
55,-1.4975163863573608,1.2752827180848383,-1.9166923726707539,-2.772799104442199
56,-2.045375984871754,-0.14968771605514564,-0.9356973835878017,-1.8956882688166083
57,-1.2108386133922284,1.1324969043011115,-1.9915230489672564,-2.34333551769334
58,1.813885420313755,-0.26813348737103015,1.0845784516389037,4.082018907684786
59,-0.5074750281985156,-0.577998816407678,-0.33656002344188346,0.07052378820916239
60,0.22166648019214896,0.4500359472917485,0.11400111297310034,-0.22836946709959954
61,-3.941435443175489,-0.12534328459560096,0.5166086158971175,-3.816092158579888
62,1.3903552118140072,-0.46443042409196966,0.10791381854329865,1.854785635905977
63,4.08012718250723,-0.33047167161033764,2.542511995293104,4.410598854117567
64,1.409850017982592,1.5015045703389573,0.40892490481442284,0.9083454476436346
65,1.0485943909096789,0.015755265188255096,0.410568155508363,2.0328391257214236
66,2.707510084601473,-0.6313459683202944,0.8631606750894415,3.3388560529217672
67,3.345352024055988,0.6678366166960481,0.09025442700647122,4.677515407359939
68,0.24710887649612034,0.7687402602810711,-0.7640981553829383,1.4783686162150493
