,A,B,C,D,E,F
0,89.89472991365118,1.4408375739372195,0.14210491616895526,-9.480256981107436,2.0,-1.6029244838191803
1,10.380147310463096,1.1782567418308336,0.05898319933240723,-3.1792683114725624,2.0,-2.1486514461695485
2,4.513093481127947,9.222178170612516,0.3135018147859688,-2.3670183789932535,2.0,-1.282083840741213
3,0.06488380684103248,4.8844342349069265,-0.2031542671104504,-0.061820699835441584,2.0,-2.586250506075975
4,-0.5852958268541348,16.2544446010157,0.4273569426454521,-0.6157908197791393,2.0,-1.5189732504545521
5,10.431295148366448,18.18780204901879,-0.030545554640666536,-3.1229017304024946,2.0,-1.8780754125943373
6,1.496672379164231,0.7636853530973596,1.405305536582364,0.9404870872855905,2.0,-0.8741612948017581
7,0.7585677975107509,0.7144013228123042,0.0633974553728118,-0.3364787453161373,2.0,-2.243160786669813
8,6.052820952779362,5.642584197702194,-0.20425005861853557,-2.315430862112872,2.0,-1.9698715184254392
9,0.6268977922378628,5.014503098151089,0.9546292471578892,-0.6629436712489918,2.0,-1.1607341505817506
10,-0.2730569533089707,8.03002924494038,-0.3270140887950957,-0.11053712713663999,2.0,-2.5006003178888037
11,19.420298419831898,0.4628640115991342,-4.1184352870559495,-4.316903615516179,2.0,-6.278993576639412
12,0.8162389933481652,0.6119843714737845,-0.43995795025436846,0.328428269152512,2.0,-2.2621546355194835
13,3.670439541961679,0.04263682870646754,1.8397588585597084,-1.6677781961198705,2.0,0.4171867005328945
14,2.339688193637768,14.495137726909357,-1.3710176849554216,1.6733793130574426,2.0,-2.9772977579420266
15,0.9410070154862861,0.11115319163133787,0.2984521947257478,-0.23940328198666783,2.0,-1.4500672011832256
16,2.848624583000891,1.4394325019753171,4.320071680571251,1.6815986448140676,2.0,2.353583062213451
17,2.3217470195902297,0.008028708571832566,-3.4267042218994175,-1.1966265111126964,2.0,-5.278173973277719
18,16.926149045948947,25.398344587193165,-0.33141492566254294,-4.00890889189333,2.0,-2.295672165201384
19,0.0006542479314215199,1.9115326144604738,0.5936711487273716,-0.6670615757532898,2.0,-1.7103375125457438
20,-0.10400344134493197,4.018596454615815,-2.048754152674381,0.8034860820944592,2.0,-3.7916999889806897
21,3.053617985666958,0.3242063059697953,-3.975839418747791,1.4885731026348605,2.0,-5.817070060357846
22,12.922335374519385,1.4563394659229354,-0.44966597508527467,-3.5941986606476366,2.0,-2.587736953562759
23,0.7627160682583358,11.898312668772268,0.3628051109379064,0.29635392739040745,2.0,-1.7302962077705295
24,-0.7646152488078605,3.406612030953702,1.0035426880763765,0.5573221100773418,2.0,-1.1952954416023853
25,6.80361334424173,1.0577346531936243,0.34631153914228063,2.5343445086177323,2.0,-2.023610843214492
26,-0.46141221590022463,2.6788014795158697,0.2753058159076105,0.7372471864803907,2.0,-1.6150123296166214
27,1.5118275401392012,11.222720171961166,0.47783098772814825,-1.1818484062816133,2.0,-1.4218015796457022
