,A,B,C,D,E,F
0,15.247949513922087,15.171007589970735,-1.1326775695304316,-3.9804987447750264,0.7492889548991016,-1.872765373472457
1,10.915406711197864,4.934560181018523,0.1351011669204292,-3.2298931218139146,-1.2657984724901485,1.234406314628508
2,1.0131362973923297,11.248115770289898,0.8738087153449611,-0.7074047702369142,-0.5347470744690773,1.3236289265750671
3,3.471940114303899,0.17730706121605747,1.3591746771663515,-1.4915658608095277,-2.0320726839043433,3.5133042896782793
4,2.828770869647433,0.10672180458952868,-1.9839280206172814,1.2536391353798297,-1.0802070325372717,-0.5724075089107805
5,1.5352334843086521,7.169776186094408,-2.1558329823249878,-0.800204243972011,-2.83108872158978,0.604540282615951
6,3.9663663337671355,0.7295119024700283,0.9844586455625799,1.7198887656237432,-1.7315626852496364,2.683419473506128
7,0.49927649682485914,2.0124465779360645,1.6838491676885903,-0.8147756083927353,1.0066700639836803,1.2107608297896593
8,0.7159448271002862,3.462490477066448,1.68879708102214,1.1840811968504519,-1.5995516051799505,3.5441140069856187
9,0.8985193200014936,19.7681553407051,-0.4650746028702722,-0.16951783646223229,-1.8620419527755692,1.2310312378347945
10,125.35340556908895,5.726181158271997,0.057685075805712055,-11.146376709547901,-1.1404446705424207,1.3209021234094163
11,3.040577249610152,1.886849994150098,2.1194211585667926,-1.7574260198134173,0.768484391863962,1.4953127721762745
12,-0.3747245633546395,27.50757996890976,0.30239017552530617,-0.28738976767118896,-1.3115506436961768,1.2711659383395135
13,0.9181634989740877,5.378198691100701,-0.0956362542655235,-0.19395421362819043,-1.8010469943662542,1.6963413141426917
14,2.6555890526988053,0.7333347428607603,-3.1216983597482297,1.2844428643123114,-1.6056911981318192,-1.5354006803952245
15,2.8309841079180194,0.03787634146713503,0.6882748418370612,-1.252538292479982,-0.8647392372505974,1.1383456056401742
16,2.3106949531050094,0.293888263672369,-1.8516010038186614,1.0443758994830699,-1.1116994466589585,-1.0273190041583846
17,6.887795699264907,17.559537317690125,0.7313084009909413,-2.519492715374815,-0.0855777139816648,0.9351732807183216
18,5.81907941883061,15.565768425467141,0.7572506271146876,-2.5585420845422973,-1.4192724187010377,2.484674066477664
19,4.2335887898286355,1.5698733441445119,0.8601686222634236,1.9924398737853184,-2.0288664101115956,3.1540701501976605
20,0.4997294686185025,2.331790467464151,0.24076563691516728,0.9625601308342414,-0.9158650596854517,1.5637047441325227
21,4.664353155605968,3.250387941562586,-1.1835172812621484,2.322841283176873,-1.850045458744233,0.7056726351012768
22,2.73406575326543,3.0906644261465144,1.924560052260741,1.8627721370866153,-1.2516660777721862,3.084922332045482
23,0.7299843819934053,1.7622824264741948,-0.6987648329690062,0.8108349199469101,-0.7420604972887118,0.481216261597392
24,1.6282124224595083,6.433686953739785,0.3542804522528909,-0.6137322522057601,-0.5261970830007656,0.46173002940910823
25,0.6005063722280766,3.167329926053106,0.40041341909161576,-1.1564281344959322,-0.3349027404989936,0.3891523579266646
26,-0.10153682824067506,2.4931544641467256,0.1230592090562127,0.6577552955754009,-1.1102375530034476,1.0083886904363224
27,4.600427944942707,0.25720912379063365,-3.5505833258035233,-1.8358853707904244,-1.767662579811209,-1.8342970006328652
28,3.11605676279682,0.05566587154863471,-2.7078942052506214,1.3618944712157415,-1.1102056529830548,-1.5568924207836958
29,1.946027549055697,7.787091391845401,-1.9345329706241,-1.271352830778083,-1.631131711692484,-0.5598370909035648
30,2.0659152991070795,0.48457796981506,-0.4283476770595391,-0.9582246699647663,-2.2602014859023565,2.182880309492697
31,54.82755733543514,12.567822581588725,-0.08326695075445764,-7.318791514511103,-1.9725339542223135,1.6057638843933413
32,3.7712818964986368,13.537018307900832,-1.253870302263465,-1.715711980596962,-0.4521573713633885,-0.43371480922228745
33,1.2620440258309973,0.15550199637188467,-0.08517076420235965,-0.10611767587551935,-2.4525536256913014,2.546109732691076
34,1.8966496687485426,1.2862756803513018,-1.6063011834459557,1.1632296034336003,-2.037319184370984,0.8134457302493756
35,1.503022907189284,2.2276854093161464,3.623718556881852,1.3604521450661182,-1.8816197601347402,5.297657275323533
36,1.1961889709713465,1.5794994383487564,-0.43672400378903387,0.9705889016456353,-2.1294513185589836,1.6180876830497453
